,Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
51,1,58.0,2010-02-05,7659.97,False,A,151315.0,,,,,,,,,
52,1,59.0,2010-02-05,1409.34,False,A,151315.0,,,,,,,,,
53,1,60.0,2010-02-05,1416.8,False,A,151315.0,,,,,,,,,
54,1,67.0,2010-02-05,8414.14,False,A,151315.0,,,,,,,,,
55,1,71.0,2010-02-05,5421.14,False,A,151315.0,,,,,,,,,
56,1,72.0,2010-02-05,98499.12,False,A,151315.0,,,,,,,,,
57,1,74.0,2010-02-05,12251.94,False,A,151315.0,,,,,,,,,
58,1,79.0,2010-02-05,46729.77,False,A,151315.0,,,,,,,,,
59,1,80.0,2010-02-05,15694.17,False,A,151315.0,,,,,,,,,
60,1,81.0,2010-02-05,30052.75,False,A,151315.0,,,,,,,,,
61,1,82.0,2010-02-05,19484.03,False,A,151315.0,,,,,,,,,
62,1,83.0,2010-02-05,5711.19,False,A,151315.0,,,,,,,,,
63,1,85.0,2010-02-05,3825.78,False,A,151315.0,,,,,,,,,
64,1,87.0,2010-02-05,35972.49,False,A,151315.0,,,,,,,,,
65,1,90.0,2010-02-05,76419.47,False,A,151315.0,,,,,,,,,
66,1,91.0,2010-02-05,62424.14,False,A,151315.0,,,,,,,,,
67,1,92.0,2010-02-05,139884.94,False,A,151315.0,,,,,,,,,
68,1,93.0,2010-02-05,64494.87,False,A,151315.0,,,,,,,,,
69,1,94.0,2010-02-05,56655.39,False,A,151315.0,,,,,,,,,
70,1,95.0,2010-02-05,106690.06,False,A,151315.0,,,,,,,,,
71,1,97.0,2010-02-05,32153.04,False,A,151315.0,,,,,,,,,
72,1,98.0,2010-02-05,10891.37,False,A,151315.0,,,,,,,,,
73,1,1.0,2010-02-05,24924.5,False,A,151315.0,,,,,,,,,
74,1,2.0,2010-02-05,50605.27,False,A,151315.0,,,,,,,,,
75,1,3.0,2010-02-05,13740.12,False,A,151315.0,,,,,,,,,
76,1,4.0,2010-02-05,39954.04,False,A,151315.0,,,,,,,,,
77,1,5.0,2010-02-05,32229.38,False,A,151315.0,,,,,,,,,
78,1,6.0,2010-02-05,5749.03,False,A,151315.0,,,,,,,,,
79,1,7.0,2010-02-05,21084.08,False,A,151315.0,,,,,,,,,
80,1,8.0,2010-02-05,40129.01,False,A,151315.0,,,,,,,,,
81,1,9.0,2010-02-05,16930.99,False,A,151315.0,,,,,,,,,
82,1,10.0,2010-02-05,30721.5,False,A,151315.0,,,,,,,,,
83,1,11.0,2010-02-05,24213.18,False,A,151315.0,,,,,,,,,
84,1,12.0,2010-02-05,8449.54,False,A,151315.0,,,,,,,,,
85,1,13.0,2010-02-05,41969.29,False,A,151315.0,,,,,,,,,
86,1,14.0,2010-02-05,19466.91,False,A,151315.0,,,,,,,,,
87,1,16.0,2010-02-05,10217.55,False,A,151315.0,,,,,,,,,
88,1,17.0,2010-02-05,13223.76,False,A,151315.0,,,,,,,,,
89,1,18.0,2010-02-05,4729.5,False,A,151315.0,,,,,,,,,
90,1,19.0,2010-02-05,1947.05,False,A,151315.0,,,,,,,,,
91,1,20.0,2010-02-05,5034.1,False,A,151315.0,,,,,,,,,
92,1,21.0,2010-02-05,8907.63,False,A,151315.0,,,,,,,,,
93,1,22.0,2010-02-05,13623.98,False,A,151315.0,,,,,,,,,
94,1,23.0,2010-02-05,24146.49,False,A,151315.0,,,,,,,,,
95,1,24.0,2010-02-05,8272.9,False,A,151315.0,,,,,,,,,
96,1,25.0,2010-02-05,11609.5,False,A,151315.0,,,,,,,,,
97,1,26.0,2010-02-05,11737.12,False,A,151315.0,,,,,,,,,
98,1,27.0,2010-02-05,2293.0,False,A,151315.0,,,,,,,,,
99,1,28.0,2010-02-05,1085.29,False,A,151315.0,,,,,,,,,
100,1,29.0,2010-02-05,7024.95,False,A,151315.0,,,,,,,,,
101,1,30.0,2010-02-05,5491.0,False,A,151315.0,,,,,,,,,
102,1,31.0,2010-02-05,3455.92,False,A,151315.0,,,,,,,,,
103,1,32.0,2010-02-05,11875.84,False,A,151315.0,,,,,,,,,
104,1,33.0,2010-02-05,8589.77,False,A,151315.0,,,,,,,,,
105,1,34.0,2010-02-05,14350.83,False,A,151315.0,,,,,,,,,
106,1,35.0,2010-02-05,2770.0,False,A,151315.0,,,,,,,,,
107,1,36.0,2010-02-05,120.0,False,A,151315.0,,,,,,,,,
108,1,37.0,2010-02-05,3438.16,False,A,151315.0,,,,,,,,,
109,1,38.0,2010-02-05,115564.35,False,A,151315.0,,,,,,,,,
110,1,40.0,2010-02-05,66780.63,False,A,151315.0,,,,,,,,,
111,1,41.0,2010-02-05,1011.83,False,A,151315.0,,,,,,,,,
112,1,42.0,2010-02-05,8366.71,False,A,151315.0,,,,,,,,,
113,1,44.0,2010-02-05,4674.75,False,A,151315.0,,,,,,,,,
114,1,45.0,2010-02-05,37.44,False,A,151315.0,,,,,,,,,
115,1,46.0,2010-02-05,20837.77,False,A,151315.0,,,,,,,,,
116,1,47.0,2010-02-05,70.0,False,A,151315.0,,,,,,,,,
117,1,48.0,2010-02-05,814.0,False,A,151315.0,,,,,,,,,
118,1,49.0,2010-02-05,11501.46,False,A,151315.0,,,,,,,,,
119,1,51.0,2010-02-05,1.16,False,A,151315.0,,,,,,,,,
120,1,52.0,2010-02-05,3508.04,False,A,151315.0,,,,,,,,,
121,1,54.0,2010-02-05,439.0,False,A,151315.0,,,,,,,,,
122,1,55.0,2010-02-05,21249.31,False,A,151315.0,,,,,,,,,
123,1,56.0,2010-02-05,2567.36,False,A,151315.0,,,,,,,,,
124,1,58.0,2010-02-05,7659.97,False,A,151315.0,,,,,,,,,
125,1,59.0,2010-02-05,1409.34,False,A,151315.0,,,,,,,,,
126,1,60.0,2010-02-05,1416.8,False,A,151315.0,,,,,,,,,
127,1,67.0,2010-02-05,8414.14,False,A,151315.0,,,,,,,,,
128,1,71.0,2010-02-05,5421.14,False,A,151315.0,,,,,,,,,
129,1,72.0,2010-02-05,98499.12,False,A,151315.0,,,,,,,,,
130,1,74.0,2010-02-05,12251.94,False,A,151315.0,,,,,,,,,
131,1,79.0,2010-02-05,46729.77,False,A,151315.0,,,,,,,,,
132,1,80.0,2010-02-05,15694.17,False,A,151315.0,,,,,,,,,
133,1,81.0,2010-02-05,30052.75,False,A,151315.0,,,,,,,,,
134,1,82.0,2010-02-05,19484.03,False,A,151315.0,,,,,,,,,
135,1,83.0,2010-02-05,5711.19,False,A,151315.0,,,,,,,,,
136,1,85.0,2010-02-05,3825.78,False,A,151315.0,,,,,,,,,
137,1,87.0,2010-02-05,35972.49,False,A,151315.0,,,,,,,,,
138,1,90.0,2010-02-05,76419.47,False,A,151315.0,,,,,,,,,
139,1,91.0,2010-02-05,62424.14,False,A,151315.0,,,,,,,,,
140,1,92.0,2010-02-05,139884.94,False,A,151315.0,,,,,,,,,
141,1,93.0,2010-02-05,64494.87,False,A,151315.0,,,,,,,,,
142,1,94.0,2010-02-05,56655.39,False,A,151315.0,,,,,,,,,
143,1,95.0,2010-02-05,106690.06,False,A,151315.0,,,,,,,,,
144,1,97.0,2010-02-05,32153.04,False,A,151315.0,,,,,,,,,
145,1,98.0,2010-02-05,10891.37,False,A,151315.0,,,,,,,,,
146,1,1.0,2010-02-12,46039.49,True,A,151315.0,,,,,,,,,
147,1,2.0,2010-02-12,44682.74,True,A,151315.0,,,,,,,,,
148,1,3.0,2010-02-12,10887.84,True,A,151315.0,,,,,,,,,
149,1,4.0,2010-02-12,35351.21,True,A,151315.0,,,,,,,,,
150,1,5.0,2010-02-12,29620.81,True,A,151315.0,,,,,,,,,
151,1,6.0,2010-02-12,9135.0,True,A,151315.0,,,,,,,,,
152,1,7.0,2010-02-12,18310.31,True,A,151315.0,,,,,,,,,
153,1,8.0,2010-02-12,37334.83,True,A,151315.0,,,,,,,,,
154,1,9.0,2010-02-12,16562.49,True,A,151315.0,,,,,,,,,
155,1,10.0,2010-02-12,31494.77,True,A,151315.0,,,,,,,,,
156,1,11.0,2010-02-12,21760.75,True,A,151315.0,,,,,,,,,
157,1,12.0,2010-02-12,8654.07,True,A,151315.0,,,,,,,,,
158,1,13.0,2010-02-12,36476.4,True,A,151315.0,,,,,,,,,
159,1,14.0,2010-02-12,18129.02,True,A,151315.0,,,,,,,,,
160,1,16.0,2010-02-12,11873.89,True,A,151315.0,,,,,,,,,
161,1,17.0,2010-02-12,13403.66,True,A,151315.0,,,,,,,,,
162,1,18.0,2010-02-12,19006.5,True,A,151315.0,,,,,,,,,
163,1,19.0,2010-02-12,1490.79,True,A,151315.0,,,,,,,,,
164,1,20.0,2010-02-12,3697.7,True,A,151315.0,,,,,,,,,
165,1,21.0,2010-02-12,8735.83,True,A,151315.0,,,,,,,,,
166,1,22.0,2010-02-12,14807.95,True,A,151315.0,,,,,,,,,
167,1,23.0,2010-02-12,22812.41,True,A,151315.0,,,,,,,,,
168,1,24.0,2010-02-12,8050.24,True,A,151315.0,,,,,,,,,
169,1,25.0,2010-02-12,13268.75,True,A,151315.0,,,,,,,,,
170,1,26.0,2010-02-12,10050.92,True,A,151315.0,,,,,,,,,
171,1,27.0,2010-02-12,2339.5,True,A,151315.0,,,,,,,,,
172,1,28.0,2010-02-12,1008.36,True,A,151315.0,,,,,,,,,
173,1,29.0,2010-02-12,7696.61,True,A,151315.0,,,,,,,,,
174,1,30.0,2010-02-12,5328.5,True,A,151315.0,,,,,,,,,
175,1,31.0,2010-02-12,3228.96,True,A,151315.0,,,,,,,,,
176,1,32.0,2010-02-12,14700.59,True,A,151315.0,,,,,,,,,
177,1,33.0,2010-02-12,8483.54,True,A,151315.0,,,,,,,,,
178,1,34.0,2010-02-12,12852.83,True,A,151315.0,,,,,,,,,
179,1,35.0,2010-02-12,2420.0,True,A,151315.0,,,,,,,,,
180,1,36.0,2010-02-12,432.0,True,A,151315.0,,,,,,,,,
181,1,37.0,2010-02-12,3450.68,True,A,151315.0,,,,,,,,,
182,1,38.0,2010-02-12,94136.35,True,A,151315.0,,,,,,,,,
183,1,40.0,2010-02-12,60828.25,True,A,151315.0,,,,,,,,,
184,1,41.0,2010-02-12,924.53,True,A,151315.0,,,,,,,,,
185,1,42.0,2010-02-12,7284.34,True,A,151315.0,,,,,,,,,
186,1,44.0,2010-02-12,4463.33,True,A,151315.0,,,,,,,,,
187,1,45.0,2010-02-12,34.47,True,A,151315.0,,,,,,,,,
188,1,46.0,2010-02-12,18826.47,True,A,151315.0,,,,,,,,,
189,1,48.0,2010-02-12,247.0,True,A,151315.0,,,,,,,,,
190,1,49.0,2010-02-12,16139.05,True,A,151315.0,,,,,,,,,
191,1,51.0,2010-02-12,28.11,True,A,151315.0,,,,,,,,,
192,1,52.0,2010-02-12,2728.58,True,A,151315.0,,,,,,,,,
193,1,54.0,2010-02-12,383.0,True,A,151315.0,,,,,,,,,
194,1,55.0,2010-02-12,18892.81,True,A,151315.0,,,,,,,,,
195,1,56.0,2010-02-12,2849.12,True,A,151315.0,,,,,,,,,
196,1,58.0,2010-02-12,4505.0,True,A,151315.0,,,,,,,,,
197,1,59.0,2010-02-12,1447.42,True,A,151315.0,,,,,,,,,
198,1,60.0,2010-02-12,1003.2,True,A,151315.0,,,,,,,,,
199,1,67.0,2010-02-12,17614.47,True,A,151315.0,,,,,,,,,
200,1,71.0,2010-02-12,4752.0,True,A,151315.0,,,,,,,,,
201,1,72.0,2010-02-12,79636.32,True,A,151315.0,,,,,,,,,
202,1,74.0,2010-02-12,11857.96,True,A,151315.0,,,,,,,,,
203,1,79.0,2010-02-12,36080.86,True,A,151315.0,,,,,,,,,
204,1,80.0,2010-02-12,16720.84,True,A,151315.0,,,,,,,,,
205,1,81.0,2010-02-12,30694.25,True,A,151315.0,,,,,,,,,
206,1,82.0,2010-02-12,20949.36,True,A,151315.0,,,,,,,,,
207,1,83.0,2010-02-12,7521.08,True,A,151315.0,,,,,,,,,
208,1,85.0,2010-02-12,4994.64,True,A,151315.0,,,,,,,,,
209,1,87.0,2010-02-12,39254.57,True,A,151315.0,,,,,,,,,
210,1,90.0,2010-02-12,79455.64,True,A,151315.0,,,,,,,,,
211,1,91.0,2010-02-12,66937.0,True,A,151315.0,,,,,,,,,
212,1,92.0,2010-02-12,143081.42,True,A,151315.0,,,,,,,,,
213,1,93.0,2010-02-12,70202.02,True,A,151315.0,,,,,,,,,
214,1,94.0,2010-02-12,62329.48,True,A,151315.0,,,,,,,,,
215,1,95.0,2010-02-12,111390.36,True,A,151315.0,,,,,,,,,
216,1,97.0,2010-02-12,33874.47,True,A,151315.0,,,,,,,,,
217,1,98.0,2010-02-12,16309.73,True,A,151315.0,,,,,,,,,
218,1,1.0,2010-02-12,46039.49,True,A,151315.0,,,,,,,,,
219,1,2.0,2010-02-12,44682.74,True,A,151315.0,,,,,,,,,
220,1,3.0,2010-02-12,10887.84,True,A,151315.0,,,,,,,,,
221,1,4.0,2010-02-12,35351.21,True,A,151315.0,,,,,,,,,
222,1,5.0,2010-02-12,29620.81,True,A,151315.0,,,,,,,,,
223,1,6.0,2010-02-12,9135.0,True,A,151315.0,,,,,,,,,
224,1,7.0,2010-02-12,18310.31,True,A,151315.0,,,,,,,,,
225,1,8.0,2010-02-12,37334.83,True,A,151315.0,,,,,,,,,
226,1,9.0,2010-02-12,16562.49,True,A,151315.0,,,,,,,,,
227,1,10.0,2010-02-12,31494.77,True,A,151315.0,,,,,,,,,
228,1,11.0,2010-02-12,21760.75,True,A,151315.0,,,,,,,,,
229,1,12.0,2010-02-12,8654.07,True,A,151315.0,,,,,,,,,
230,1,13.0,2010-02-12,36476.4,True,A,151315.0,,,,,,,,,
231,1,14.0,2010-02-12,18129.02,True,A,151315.0,,,,,,,,,
232,1,16.0,2010-02-12,11873.89,True,A,151315.0,,,,,,,,,
233,1,17.0,2010-02-12,13403.66,True,A,151315.0,,,,,,,,,
234,1,18.0,2010-02-12,19006.5,True,A,151315.0,,,,,,,,,
235,1,19.0,2010-02-12,1490.79,True,A,151315.0,,,,,,,,,
236,1,20.0,2010-02-12,3697.7,True,A,151315.0,,,,,,,,,
237,1,21.0,2010-02-12,8735.83,True,A,151315.0,,,,,,,,,
238,1,22.0,2010-02-12,14807.95,True,A,151315.0,,,,,,,,,
239,1,23.0,2010-02-12,22812.41,True,A,151315.0,,,,,,,,,
240,1,24.0,2010-02-12,8050.24,True,A,151315.0,,,,,,,,,
241,1,25.0,2010-02-12,13268.75,True,A,151315.0,,,,,,,,,
242,1,26.0,2010-02-12,10050.92,True,A,151315.0,,,,,,,,,
243,1,27.0,2010-02-12,2339.5,True,A,151315.0,,,,,,,,,
244,1,28.0,2010-02-12,1008.36,True,A,151315.0,,,,,,,,,
245,1,29.0,2010-02-12,7696.61,True,A,151315.0,,,,,,,,,
246,1,30.0,2010-02-12,5328.5,True,A,151315.0,,,,,,,,,
247,1,31.0,2010-02-12,3228.96,True,A,151315.0,,,,,,,,,
248,1,32.0,2010-02-12,14700.59,True,A,151315.0,,,,,,,,,
249,1,33.0,2010-02-12,8483.54,True,A,151315.0,,,,,,,,,
250,1,34.0,2010-02-12,12852.83,True,A,151315.0,,,,,,,,,
251,1,35.0,2010-02-12,2420.0,True,A,151315.0,,,,,,,,,
252,1,36.0,2010-02-12,432.0,True,A,151315.0,,,,,,,,,
253,1,37.0,2010-02-12,3450.68,True,A,151315.0,,,,,,,,,
254,1,38.0,2010-02-12,94136.35,True,A,151315.0,,,,,,,,,
255,1,40.0,2010-02-12,60828.25,True,A,151315.0,,,,,,,,,
256,1,41.0,2010-02-12,924.53,True,A,151315.0,,,,,,,,,
257,1,42.0,2010-02-12,7284.34,True,A,151315.0,,,,,,,,,
258,1,44.0,2010-02-12,4463.33,True,A,151315.0,,,,,,,,,
259,1,45.0,2010-02-12,34.47,True,A,151315.0,,,,,,,,,
260,1,46.0,2010-02-12,18826.47,True,A,151315.0,,,,,,,,,
261,1,48.0,2010-02-12,247.0,True,A,151315.0,,,,,,,,,
262,1,49.0,2010-02-12,16139.05,True,A,151315.0,,,,,,,,,
263,1,51.0,2010-02-12,28.11,True,A,151315.0,,,,,,,,,
264,1,52.0,2010-02-12,2728.58,True,A,151315.0,,,,,,,,,
265,1,54.0,2010-02-12,383.0,True,A,151315.0,,,,,,,,,
266,1,55.0,2010-02-12,18892.81,True,A,151315.0,,,,,,,,,
267,1,56.0,2010-02-12,2849.12,True,A,151315.0,,,,,,,,,
268,1,58.0,2010-02-12,4505.0,True,A,151315.0,,,,,,,,,
269,1,59.0,2010-02-12,1447.42,True,A,151315.0,,,,,,,,,
270,1,60.0,2010-02-12,1003.2,True,A,151315.0,,,,,,,,,
271,1,67.0,2010-02-12,17614.47,True,A,151315.0,,,,,,,,,
272,1,71.0,2010-02-12,4752.0,True,A,151315.0,,,,,,,,,
273,1,72.0,2010-02-12,79636.32,True,A,151315.0,,,,,,,,,
274,1,74.0,2010-02-12,11857.96,True,A,151315.0,,,,,,,,,
275,1,79.0,2010-02-12,36080.86,True,A,151315.0,,,,,,,,,
276,1,80.0,2010-02-12,16720.84,True,A,151315.0,,,,,,,,,
277,1,81.0,2010-02-12,30694.25,True,A,151315.0,,,,,,,,,
278,1,82.0,2010-02-12,20949.36,True,A,151315.0,,,,,,,,,
279,1,83.0,2010-02-12,7521.08,True,A,151315.0,,,,,,,,,
280,1,85.0,2010-02-12,4994.64,True,A,151315.0,,,,,,,,,
281,1,87.0,2010-02-12,39254.57,True,A,151315.0,,,,,,,,,
282,1,90.0,2010-02-12,79455.64,True,A,151315.0,,,,,,,,,
283,1,91.0,2010-02-12,66937.0,True,A,151315.0,,,,,,,,,
284,1,92.0,2010-02-12,143081.42,True,A,151315.0,,,,,,,,,
285,1,93.0,2010-02-12,70202.02,True,A,151315.0,,,,,,,,,
286,1,94.0,2010-02-12,62329.48,True,A,151315.0,,,,,,,,,
287,1,95.0,2010-02-12,111390.36,True,A,151315.0,,,,,,,,,
288,1,97.0,2010-02-12,33874.47,True,A,151315.0,,,,,,,,,
289,1,98.0,2010-02-12,16309.73,True,A,151315.0,,,,,,,,,
290,1,1.0,2010-02-19,41595.55,False,A,151315.0,,,,,,,,,
291,1,2.0,2010-02-19,47928.89,False,A,151315.0,,,,,,,,,
292,1,3.0,2010-02-19,11523.47,False,A,151315.0,,,,,,,,,
293,1,4.0,2010-02-19,36826.95,False,A,151315.0,,,,,,,,,
294,1,5.0,2010-02-19,26468.27,False,A,151315.0,,,,,,,,,
295,1,6.0,2010-02-19,6060.26,False,A,151315.0,,,,,,,,,
296,1,7.0,2010-02-19,19985.2,False,A,151315.0,,,,,,,,,
297,1,8.0,2010-02-19,38717.6,False,A,151315.0,,,,,,,,,
298,1,9.0,2010-02-19,15880.85,False,A,151315.0,,,,,,,,,
299,1,10.0,2010-02-19,29634.13,False,A,151315.0,,,,,,,,,
300,1,11.0,2010-02-19,18706.21,False,A,151315.0,,,,,,,,,
301,1,12.0,2010-02-19,9165.98,False,A,151315.0,,,,,,,,,
302,1,13.0,2010-02-19,37857.68,False,A,151315.0,,,,,,,,,
303,1,14.0,2010-02-19,17491.36,False,A,151315.0,,,,,,,,,
304,1,16.0,2010-02-19,13855.54,False,A,151315.0,,,,,,,,,
305,1,17.0,2010-02-19,13485.61,False,A,151315.0,,,,,,,,,
306,1,18.0,2010-02-19,17623.72,False,A,151315.0,,,,,,,,,
307,1,19.0,2010-02-19,1722.17,False,A,151315.0,,,,,,,,,
308,1,20.0,2010-02-19,4719.89,False,A,151315.0,,,,,,,,,
309,1,21.0,2010-02-19,8949.67,False,A,151315.0,,,,,,,,,
310,1,22.0,2010-02-19,12290.16,False,A,151315.0,,,,,,,,,
311,1,23.0,2010-02-19,21381.85,False,A,151315.0,,,,,,,,,
312,1,24.0,2010-02-19,7366.7,False,A,151315.0,,,,,,,,,
313,1,25.0,2010-02-19,10271.25,False,A,151315.0,,,,,,,,,
314,1,26.0,2010-02-19,10547.6,False,A,151315.0,,,,,,,,,
315,1,27.0,2010-02-19,2494.5,False,A,151315.0,,,,,,,,,
316,1,28.0,2010-02-19,1012.09,False,A,151315.0,,,,,,,,,
317,1,29.0,2010-02-19,7966.55,False,A,151315.0,,,,,,,,,
318,1,30.0,2010-02-19,5735.0,False,A,151315.0,,,,,,,,,
319,1,31.0,2010-02-19,2652.0,False,A,151315.0,,,,,,,,,
320,1,32.0,2010-02-19,20275.45,False,A,151315.0,,,,,,,,,
321,1,33.0,2010-02-19,7611.35,False,A,151315.0,,,,,,,,,
322,1,34.0,2010-02-19,13006.5,False,A,151315.0,,,,,,,,,
323,1,35.0,2010-02-19,2176.0,False,A,151315.0,,,,,,,,,
324,1,36.0,2010-02-19,595.0,False,A,151315.0,,,,,,,,,
325,1,37.0,2010-02-19,3203.31,False,A,151315.0,,,,,,,,,
326,1,38.0,2010-02-19,98672.59,False,A,151315.0,,,,,,,,,
327,1,40.0,2010-02-19,68569.53,False,A,151315.0,,,,,,,,,
328,1,41.0,2010-02-19,1206.88,False,A,151315.0,,,,,,,,,
329,1,42.0,2010-02-19,8423.87,False,A,151315.0,,,,,,,,,
330,1,44.0,2010-02-19,4401.78,False,A,151315.0,,,,,,,,,
331,1,45.0,2010-02-19,22.94,False,A,151315.0,,,,,,,,,
332,1,46.0,2010-02-19,22414.94,False,A,151315.0,,,,,,,,,
333,1,47.0,2010-02-19,-863.0,False,A,151315.0,,,,,,,,,
334,1,48.0,2010-02-19,354.0,False,A,151315.0,,,,,,,,,
335,1,49.0,2010-02-19,16736.17,False,A,151315.0,,,,,,,,,
336,1,51.0,2010-02-19,52.88,False,A,151315.0,,,,,,,,,
337,1,52.0,2010-02-19,3356.66,False,A,151315.0,,,,,,,,,
338,1,54.0,2010-02-19,616.0,False,A,151315.0,,,,,,,,,
339,1,55.0,2010-02-19,17404.53,False,A,151315.0,,,,,,,,,
340,1,56.0,2010-02-19,3246.57,False,A,151315.0,,,,,,,,,
341,1,58.0,2010-02-19,3131.0,False,A,151315.0,,,,,,,,,
342,1,59.0,2010-02-19,1530.41,False,A,151315.0,,,,,,,,,
343,1,60.0,2010-02-19,1020.8,False,A,151315.0,,,,,,,,,
344,1,67.0,2010-02-19,16411.69,False,A,151315.0,,,,,,,,,
345,1,71.0,2010-02-19,3357.0,False,A,151315.0,,,,,,,,,
346,1,72.0,2010-02-19,72377.79,False,A,151315.0,,,,,,,,,
347,1,74.0,2010-02-19,13917.2,False,A,151315.0,,,,,,,,,
348,1,79.0,2010-02-19,34141.62,False,A,151315.0,,,,,,,,,
349,1,80.0,2010-02-19,15918.98,False,A,151315.0,,,,,,,,,
350,1,81.0,2010-02-19,28784.91,False,A,151315.0,,,,,,,,,
351,1,82.0,2010-02-19,20195.2,False,A,151315.0,,,,,,,,,
352,1,83.0,2010-02-19,9080.26,False,A,151315.0,,,,,,,,,
353,1,85.0,2010-02-19,6517.55,False,A,151315.0,,,,,,,,,
354,1,87.0,2010-02-19,33593.8,False,A,151315.0,,,,,,,,,
355,1,90.0,2010-02-19,76091.36,False,A,151315.0,,,,,,,,,
356,1,91.0,2010-02-19,63011.44,False,A,151315.0,,,,,,,,,
357,1,92.0,2010-02-19,135066.75,False,A,151315.0,,,,,,,,,
358,1,93.0,2010-02-19,62581.64,False,A,151315.0,,,,,,,,,
359,1,94.0,2010-02-19,72212.32,False,A,151315.0,,,,,,,,,
360,1,95.0,2010-02-19,107952.07,False,A,151315.0,,,,,,,,,
361,1,97.0,2010-02-19,31585.78,False,A,151315.0,,,,,,,,,
362,1,98.0,2010-02-19,12087.95,False,A,151315.0,,,,,,,,,
363,1,1.0,2010-02-19,41595.55,False,A,151315.0,,,,,,,,,
